keyword,title,authors,published,updated,year,categories,summary,id,doi,doi_full,oa_id,oa_title,oa_year,oa_cited_by,oa_topics,oa_concepts,oa_keywords,oa_venue_name,oa_venue_type,oa_venue_id
HPC,Nimrod/G: An Architecture of a Resource Management and Scheduling System in a Global Computational Grid,"Rajkumar Buyya, David Abramson, Jon Giddy",2000-09-22,2000-09-22,2000,cs.DC,"The availability of powerful microprocessors and high-speed networks as commodity components has enabled high performance computing on distributed systems (wide-area cluster computing). In this environment, as the resources are usually distributed geographically at various levels (department, enterp…",http://arxiv.org/abs/cs/0009021v1,10.1109/HPC.2000.846563,https://doi.org/10.1109/HPC.2000.846563,https://openalex.org/W2111259717,Nimrod/G: an architecture for a resource management and scheduling system in a global computational grid,2000.0,871.0,Distributed and Parallel Computing Systems; Parallel Computing and Optimization Techniques; Scientific Computing and Data Management,Computer science; Testbed; Distributed computing; Software portability; Grid computing; Scheduling (production processes); Grid; Resource Management System; DRMAA; Interoperability; Computer cluster; Modular design; Semantic grid; Operating system; Resource allocation; Computer network; World Wide Web; Engineering; Mathematics; Geometry; Operations management; Semantic Web,Computer science; Testbed; Distributed computing; Software portability; Grid computing; Scheduling (production processes); Grid; Resource Management System; DRMAA; Interoperability; Computer cluster; Modular design; Semantic grid; Operating system; Resource allocation; Computer network; World Wide Web; Engineering,,,
high performance computing,Axisymmetric Modes of Rotating Relativistic Stars in the Cowling Approximation,"Jose A. Font, Harald Dimmelmeier, Anshu Gupta, Nikolaos Stergioulas",2000-12-22,2001-04-06,2000,"astro-ph, gr-qc","Axisymmetric pulsations of rotating neutron stars can be excited in several scenarios, such as core-collapse, crust and core-quakes and binary mergers and could become detectable either in gravitational waves or high-energy radiation. Here, we present a comprehensive study of all low-order axisymmet…",http://arxiv.org/abs/astro-ph/0012477v2,10.1046/j.1365-8711.2001.04555.x,https://doi.org/10.1046/j.1365-8711.2001.04555.x,https://openalex.org/W2168835871,Axisymmetric modes of rotating relativistic stars in the Cowling approximation,2001.0,71.0,Pulsars and Gravitational Waves Research; Gamma-ray bursts and supernovae; Astrophysical Phenomena and Observations,Physics; Rotational symmetry; Rotation (mathematics); Gravitational wave; Classical mechanics; Stars; Neutron star; Pulsar; Astrophysics; Mechanics; Geometry; Mathematics,Physics; Rotational symmetry; Rotation (mathematics); Gravitational wave; Classical mechanics; Stars; Neutron star; Pulsar; Astrophysics; Mechanics; Geometry,Monthly Notices of the Royal Astronomical Society,journal,https://openalex.org/S195663288
high performance computing,Benchmarking MILC code with OpenMP and MPI,"Steven Gottlieb, Sonali Tamhankar",2000-11-07,2000-11-07,2000,hep-lat,"A trend in high performance computers that is becoming increasingly popular is the use of symmetric multiprocessing (SMP) rather than the older paradigm of MPP. MPI codes that ran and scaled well on MPP machines can often be run on an SMP machine using the vendor's version of MPI. However, this appr…",http://arxiv.org/abs/hep-lat/0011037v1,10.1016/S0920-5632(01)01016-7,https://doi.org/10.1016/S0920-5632(01)01016-7,https://openalex.org/W2069400333,Benchmarking MILC code with OpenMP and MPI,2001.0,5.0,Parallel Computing and Optimization Techniques; Distributed and Parallel Computing Systems; Advanced Data Storage Technologies,,,Nuclear Physics B - Proceedings Supplements,journal,https://openalex.org/S4210182546
high performance computing,Low energy phonon spectrum and its parameterization in pure KTaO3 under 80 K,"E. Farhi, A. K. Tagantsev, R. Currat, B. Hehlen, E. Courtens, L. A. Boatner",2000-09-01,2000-09-01,2000,cond-mat.mtrl-sci,High resolution data on low energy phonon branches (acoustic and soft optic) along the three principal symmetry axes in pure KTaO3 were obtained by cold neutron inelastic scattering between 10 and 80 K. Additional off-principal axis measurements were performed to characterize the dispersion anisotro…,http://arxiv.org/abs/cond-mat/0009009v1,10.1007/PL00011049,https://doi.org/10.1007/PL00011049,https://openalex.org/W2594431058,Low energy phonon spectrum and its parameterization in pure KTaO3 below 80 K,2000.0,27.0,Nuclear Physics and Applications; Advanced Condensed Matter Physics; Magnetic and transport properties of perovskites and related materials,Phonon; Anisotropy; Inelastic neutron scattering; Reciprocal lattice; Physics; Dispersion (optics); Symmetry (geometry); Principal axis theorem; Condensed matter physics; Dispersion relation; Computation; Inelastic scattering; Computational physics; Scattering; Optics; Geometry; Mathematics; Diffraction; Algorithm,Phonon; Anisotropy; Inelastic neutron scattering; Reciprocal lattice; Physics; Dispersion (optics); Symmetry (geometry); Principal axis theorem; Condensed matter physics; Dispersion relation; Computation; Inelastic scattering; Computational physics; Scattering; Optics; Geometry; Mathematics,The European Physical Journal B,journal,https://openalex.org/S9051360
high performance computing,Constraining cosmological parameters with the clustering properties of galaxy clusters in optical and X-ray bands,"Lauro Moscardini, Sabino Matarrese, H. J. Mo",2000-09-01,2001-06-12,2000,astro-ph,(abridged) We use a theoretical model to predict the clustering properties of galaxy clusters. Our technique accounts for past light-cone effects on the observed clustering and follows the non-linear evolution of the dark matter correlation function and cluster bias factor. A linear treatment of red…,http://arxiv.org/abs/astro-ph/0009006v2,10.1046/j.1365-8711.2001.04728.x,https://doi.org/10.1046/j.1365-8711.2001.04728.x,https://openalex.org/W2107158296,Constraining cosmological parameters with the clustering properties of galaxy clusters in optical and X-ray bands,2001.0,24.0,"Galaxies: Formation, Evolution, Phenomena; Astronomy and Astrophysical Research; Astrophysics and Cosmic Phenomena",Physics; Astrophysics; Cosmological constant; Redshift; Dark matter; Galaxy; Cluster analysis; Dark energy; Parameter space; Redshift-space distortions; Light cone; Spectral density; Galaxy cluster; Cold dark matter; Cosmology; Redshift survey; Theoretical physics; Statistics; Quantum mechanics; Mathematics,Physics; Astrophysics; Cosmological constant; Redshift; Dark matter; Galaxy; Cluster analysis; Dark energy; Parameter space; Redshift-space distortions; Light cone; Spectral density; Galaxy cluster; Cold dark matter; Cosmology; Redshift survey; Theoretical physics; Statistics; Quantum mechanics,Monthly Notices of the Royal Astronomical Society,journal,https://openalex.org/S195663288
high performance computing,Hydrodynamic Simulations of the Sunyaev-Zel'dovich effect(s),"Volker Springel, Martin White, Lars Hernquist",2000-08-08,2001-08-01,2000,astro-ph,"We have performed a sequence of high resolution hydrodynamic simulations of structure formation in a LCDM model to study the thermal and kinetic Sunyaev-Zel'dovich (SZ) effects. Including only adiabatic gas physics, we demonstrate that our simulations for the thermal effect are converged down to sub…",http://arxiv.org/abs/astro-ph/0008133v4,10.1086/319473,https://doi.org/10.1086/319473,https://openalex.org/W2077539669,Hydrodynamic Simulations of the Sunyaev‐Zeldovich Effect(s),2001.0,196.0,"Galaxies: Formation, Evolution, Phenomena; Cosmology and Gravitation Theories; Astrophysics and Cosmic Phenomena",Cosmic microwave background; Physics; Astrophysics; Redshift; Reionization; Adiabatic process; Kinetic energy; Anisotropy; Spectral density; Amplitude; Angular diameter; Matter power spectrum; Thermal; Computational physics; Galaxy; Classical mechanics; Optics; Quantum mechanics; Mathematics; Stars; Meteorology; Statistics,Cosmic microwave background; Physics; Astrophysics; Redshift; Reionization; Adiabatic process; Kinetic energy; Anisotropy; Spectral density; Amplitude; Angular diameter; Matter power spectrum; Thermal; Computational physics; Galaxy; Classical mechanics; Optics; Quantum mechanics,The Astrophysical Journal,journal,https://openalex.org/S1980519
high performance computing,NMR properties of a one-dimesional Cu-O model,"T. Becker, M. Gabay, T. Giamarchi",2000-07-17,2000-07-17,2000,"cond-mat.str-el, cond-mat.supr-con",We obtain the Knight shifts and the relaxation rates related to the Fermi contact interaction term for a one-dimensional Cu-O model using bosonization technique. We consider the small interaction limit at half-filling and away from half-filling. In this framework we predict that the antiferromagneti…,http://arxiv.org/abs/cond-mat/0007285v1,10.1103/PhysRevB.62.12489,https://doi.org/10.1103/PhysRevB.62.12489,https://openalex.org/W1966110288,NMR properties of a one-dimensional Cu-O model,2000.0,1.0,Physics of Superconductivity and Magnetism; Advanced Condensed Matter Physics; Theoretical and Computational Physics,Bosonization; Hyperfine structure; Antiferromagnetism; Cuprate; Condensed matter physics; Knight shift; Limit (mathematics); Relaxation (psychology); Physics; Fermi Gamma-ray Space Telescope; Spin (aerodynamics); Fermi contact interaction; Fermi surface; Quantum mechanics; Superconductivity; Mathematics; Thermodynamics; Social psychology; Psychology; Mathematical analysis; Fermion,Bosonization; Hyperfine structure; Antiferromagnetism; Cuprate; Condensed matter physics; Knight shift; Limit (mathematics); Relaxation (psychology); Physics; Fermi Gamma-ray Space Telescope; Spin (aerodynamics); Fermi contact interaction; Fermi surface; Quantum mechanics; Superconductivity; Mathematics; Thermodynamics,"Physical review. B, Condensed matter",journal,https://openalex.org/S4210174675
high performance computing,Quasiequilibrium sequences of synchronized and irrotational binary neutron stars in general relativity. I. Method and tests,"E. Gourgoulhon, P. Grandclement, K. Taniguchi, J. -A. Marck, S. Bonazzola",2000-07-13,2000-12-19,2000,"gr-qc, astro-ph",We present a numerical method to compute quasiequilibrium configurations of close binary neutron stars in the pre-coalescing stage. A hydrodynamical treatment is performed under the assumption that the flow is either rigidly rotating or irrotational. The latter state is technically more complicated …,http://arxiv.org/abs/gr-qc/0007028v2,10.1103/PhysRevD.63.064029,https://doi.org/10.1103/PhysRevD.63.064029,https://openalex.org/W2115680322,Quasiequilibrium sequences of synchronized and irrotational binary neutron stars in general relativity: Method and tests,2001.0,287.0,Pulsars and Gravitational Waves Research; Geophysics and Gravity Measurements; Gamma-ray bursts and supernovae,Conservative vector field; Numerical relativity; Physics; General relativity; Neutron star; Einstein field equations; Two-body problem in general relativity; Equation of state; Binary number; Classical mechanics; Astrophysics; Mathematics; Introduction to the mathematics of general relativity; Mechanics; Quantum mechanics; Compressibility; Arithmetic,Conservative vector field; Numerical relativity; Physics; General relativity; Neutron star; Einstein field equations; Two-body problem in general relativity; Equation of state; Binary number; Classical mechanics; Astrophysics; Mathematics; Introduction to the mathematics of general relativity; Mechanics; Quantum mechanics,"Physical review. D. Particles, fields, gravitation, and cosmology/Physical review. D. Particles and fields",journal,https://openalex.org/S4210190737
high performance computing,Recalculation of Proton Compton Scattering in Perturbative QCD,"Travis Brooks, Lance Dixon",2000-04-15,2000-10-16,2000,hep-ph,"At very high energy and wide angles, Compton scattering on the proton (gamma p -> gamma p) is described by perturbative QCD. The perturbative QCD calculation has been performed several times previously, at leading twist and at leading order in alpha_s, with mutually inconsistent results, even when t…",http://arxiv.org/abs/hep-ph/0004143v2,10.1103/PhysRevD.62.114021,https://doi.org/10.1103/PhysRevD.62.114021,https://openalex.org/W2045855120,Recalculation of proton Compton scattering in perturbative QCD,2000.0,36.0,Quantum Chromodynamics and Particle Interactions; Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research,Physics; Perturbative QCD; Helicity; Quantum chromodynamics; Compton scattering; Particle physics; Diquark; Amplitude; Light cone; Scattering amplitude; Scattering; Proton; Charge radius; Observable; Quark; Sum rule in quantum mechanics; Deep inelastic scattering; Quantum electrodynamics; Nuclear physics; Inelastic scattering; Quantum mechanics,Physics; Perturbative QCD; Helicity; Quantum chromodynamics; Compton scattering; Particle physics; Diquark; Amplitude; Light cone; Scattering amplitude; Scattering; Proton; Charge radius; Observable; Quark; Sum rule in quantum mechanics; Deep inelastic scattering; Quantum electrodynamics; Nuclear physics; Inelastic scattering; Quantum mechanics,"Physical review. D. Particles, fields, gravitation, and cosmology/Physical review. D. Particles and fields",journal,https://openalex.org/S4210190737
high performance computing,"Quantum computing with trapped ions, atoms and light","A. M. Steane, D. M. Lucas",2000-04-12,2000-04-12,2000,quant-ph,"We first consider the basic requirements for a quantum computer, arguing for the attractiveness of nuclear spins as information-bearing entities, and light for the coupling which allows quantum gates. We then survey the strengths of and immediate prospects for quantum information processing in ion t…",http://arxiv.org/abs/quant-ph/0004053v1,10.1002/1521-3978(200009)48:9/11<839::AID-PROP839>3.0.CO;2-V,https://doi.org/10.1002/1521-3978(200009)48:9/11<839::AID-PROP839>3.0.CO;2-V,https://openalex.org/W2069042527,"Quantum Computing with Trapped Ions, Atoms and Light",2000.0,31.0,Quantum Information and Cryptography; Quantum Computing Algorithms and Architecture; Cold Atom Physics and Bose-Einstein Condensates,,,Fortschritte der Physik,journal,https://openalex.org/S4210238095
high performance computing,High Temperature Expansion for Frustrated and Unfrustrated S=1/2 Spin Chains,"Alexander Buehler, Norbert Elstner, Goetz S. Uhrig",2000-03-13,2000-04-07,2000,cond-mat.str-el,A computer aided high temperature expansion of the magnetic susceptibility and the magnetic specific heat is presented and demonstrated for frustrated and unfrustrated spin chains. The results are analytic in nature since the calculations are performed in the integer domain. They are provided in the…,http://arxiv.org/abs/cond-mat/0003221v2,10.1007/s100510070206,https://doi.org/10.1007/s100510070206,https://openalex.org/W1525992673,High temperature expansion for frustrated and unfrustrated spin chains,2000.0,34.0,Theoretical and Computational Physics; Physics of Superconductivity and Magnetism; Magnetic Properties and Applications,Thermal expansion; Spin (aerodynamics); Dispersion (optics); Condensed matter physics; Frustration; Domain (mathematical analysis); Statistical physics; Physics; Mathematics; Thermodynamics; Mathematical analysis; Quantum mechanics,Thermal expansion; Spin (aerodynamics); Dispersion (optics); Condensed matter physics; Frustration; Domain (mathematical analysis); Statistical physics; Physics; Mathematics; Thermodynamics; Mathematical analysis; Quantum mechanics,The European Physical Journal B,journal,https://openalex.org/S9051360
high performance computing,Molecular Dynamics Simulations of Dynamic Force Microscopy: Applications to the Si(111)-7x7 Surface,"Abduxukur Abdurixit, Alexis Baratoff, Ernest Meyer",2000-03-01,2000-03-01,2000,cond-mat.mtrl-sci,"Molecular dynamics simulations have been performed to understand true atomic resolution, which has been observed on the Si(111)-7$\times$7 surface by dynamic force microscopy in ultra high vacuum(UHV). Stable atomic-scale contrast is reproduced in simulations at constant mean height above a critical…",http://arxiv.org/abs/cond-mat/0003004v1,10.1016/S0169-4332(99)00566-8,https://doi.org/10.1016/S0169-4332(99)00566-8,https://openalex.org/W2038588122,Molecular dynamics simulations of dynamic force microscopy: applications to the Si(111)-7×7 surface,2000.0,50.0,Force Microscopy Techniques and Applications; Mechanical and Optical Resonators; Near-Field Optical Microscopy,Molecular dynamics; Force dynamics; Non-contact atomic force microscopy; Kelvin probe force microscope; Molecular physics; Materials science; Atomic force microscopy; Chemistry; Force field (fiction); Chemical physics; Analytical Chemistry (journal); Nanotechnology; Physics; Computational chemistry; Engineering; Quantum mechanics; Chromatography; Mechanical engineering,Molecular dynamics; Force dynamics; Non-contact atomic force microscopy; Kelvin probe force microscope; Molecular physics; Materials science; Atomic force microscopy; Chemistry; Force field (fiction); Chemical physics; Analytical Chemistry (journal); Nanotechnology; Physics; Computational chemistry,Applied Surface Science,journal,https://openalex.org/S42323631
high performance computing,HELAC: a package to compute electroweak helicity amplitudes,"Aggeliki Kanaki, Costas G. Papadopoulos",2000-02-08,2000-02-09,2000,hep-ph,HELAC is a FORTRAN based package that is able to compute efficiently helicity amplitudes for arbitrary scattering processes within the standard electroweak theory. The algorithm exploits the virtues of the Dyson-Schwinger equations as compared to the traditional Feynman graph approach. All electrowe…,http://arxiv.org/abs/hep-ph/0002082v2,10.1016/S0010-4655(00)00151-X,https://doi.org/10.1016/S0010-4655(00)00151-X,https://openalex.org/W1998001272,HELAC: A package to compute electroweak helicity amplitudes,2000.0,192.0,Particle physics theoretical and experimental studies; Dark Matter and Cosmic Phenomena; Computational Physics and Python Applications,,,Computer Physics Communications,journal,https://openalex.org/S142305363
high performance computing,Multi-component optical solitary waves,"Yuri S. Kivshar, Andrey A. Sukhorukov, Elena A. Ostrovskaya, Tristram J. Alexander, Ole Bang, Solomon M. Saltiel, Carl Balslev Clausen, Peter L. Christiansen",2000-01-21,2000-04-12,2000,nlin.PS,"We discuss several novel types of multi-component (temporal and spatial) envelope solitary waves that appear in fiber and waveguide nonlinear optics. In particular, we describe multi-channel solitary waves in bit-parallel-wavelength fiber transmission systems for high performance computer networks, …",http://arxiv.org/abs/nlin/0001046v2,10.1016/S0378-4371(00)00420-9,https://doi.org/10.1016/S0378-4371(00)00420-9,https://openalex.org/W2096492894,Multi-component optical solitary waves,2000.0,9.0,Advanced Fiber Laser Technologies; Nonlinear Photonic Systems; Nonlinear Waves and Solitons,,,Physica A Statistical Mechanics and its Applications,journal,https://openalex.org/S24688465
high performance computing,General Algorithm For Improved Lattice Actions on Parallel Computing Architectures,"F. D. R. Bonnet, Derek B. Leinweber, Anthony G. Williams",2000-01-17,2001-02-09,2000,hep-lat,"Quantum field theories underlie all of our understanding of the fundamental forces of nature. The are relatively few first principles approaches to the study of quantum field theories [such as quantum chromodynamics (QCD) relevant to the strong interaction] away from the perturbative (i.e., weak-cou…",http://arxiv.org/abs/hep-lat/0001017v2,10.1006/jcph.2001.6699,https://doi.org/10.1006/jcph.2001.6699,https://openalex.org/W1970193533,General Algorithm for Improved Lattice Actions on Parallel Computing Architectures,2001.0,37.0,Quantum Chromodynamics and Particle Interactions; Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research,Lattice QCD; Lattice (music); Quantum chromodynamics; Lattice field theory; Quantum computer; Computer science; Algorithm; Lattice gauge theory; Quantum field theory; Lattice model (finance); Quantum; Monte Carlo method; Theoretical physics; Physics; Statistical physics; Mathematics; Particle physics; Quantum mechanics; Gauge theory; Acoustics; Statistics,Lattice QCD; Lattice (music); Quantum chromodynamics; Lattice field theory; Quantum computer; Computer science; Algorithm; Lattice gauge theory; Quantum field theory; Lattice model (finance); Quantum; Monte Carlo method; Theoretical physics; Physics; Statistical physics; Mathematics; Particle physics; Quantum mechanics; Gauge theory,Journal of Computational Physics,journal,https://openalex.org/S148709879
supercomputer,Supercomputer Simulations of Disk Galaxies,"Evgeny Griv, Michael Gedalin, Edward Liverts, David Eichler, Yehoshua Kimhi",2000-12-08,2000-12-08,2000,astro-ph,"The time evolution of models for an isolated disk of highly flattened galaxies of stars is investigated by direct integration of the Newtonian equations of motion of N=30,000 identical stars over a time span of many galactic rotations. Certain astronomical implications of the simulations to actual d…",http://arxiv.org/abs/astro-ph/0012177v1,10.1080/10556790108208204,https://doi.org/10.1080/10556790108208204,https://openalex.org/W2025823654,Supercomputer simulations of disk galaxies,2001.0,0.0,"Galaxies: Formation, Evolution, Phenomena; Astronomy and Astrophysical Research; Numerical methods for differential equations",,,Astronomical and Astrophysical Transactions,journal,https://openalex.org/S4210179431
supercomputer,Fast and stable method for simulating quantum electron dynamics,"Naoki Watanabe, Masaru Tsukada",2000-11-29,2000-11-29,2000,"physics.comp-ph, physics.atm-clus, physics.chem-ph","A fast and stable method is formulated to compute the time evolution of a wavefunction by numerically solving the time-dependent Schr{ö}dinger equation. This method is a real space/real time evolution method implemented by several computational techniques such as Suzuki's exponential product, Cayley…",http://arxiv.org/abs/physics/0011068v1,10.1103/PhysRevE.62.2914,https://doi.org/10.1103/PhysRevE.62.2914,https://openalex.org/W2024820784,Fast and stable method for simulating quantum electron dynamics,2000.0,82.0,Physics of Superconductivity and Magnetism; Quantum and electron transport phenomena; Advanced Chemical Physics Studies,Operator (biology); Time evolution; Wave function; Exponential function; Computer science; Norm (philosophy); Differential evolution; Simple (philosophy); Quantum; Differential operator; Applied mathematics; Mathematics; Algorithm; Mathematical analysis; Physics; Quantum mechanics; Epistemology; Repressor; Transcription factor; Biochemistry; Philosophy; Law; Gene; Chemistry; Political science,Operator (biology); Time evolution; Wave function; Exponential function; Computer science; Norm (philosophy); Differential evolution; Simple (philosophy); Quantum; Differential operator; Applied mathematics; Mathematics; Algorithm; Mathematical analysis; Physics; Quantum mechanics,"Physical review. E, Statistical physics, plasmas, fluids, and related interdisciplinary topics",journal,https://openalex.org/S4210224030
supercomputer,Comparing Clusters and Supercomputers for Lattice QCD,Steven Gottlieb,2000-11-17,2000-11-17,2000,hep-lat,"Since the development of the Beowulf project to build a parallel computer from commodity PC components, there have been many such clusters built. The MILC QCD code has been run on a variety of clusters and supercomputers. Key design features are identified, and the cost effectiveness of clusters and…",http://arxiv.org/abs/hep-lat/0011071v1,10.1016/S0920-5632(01)01015-5,https://doi.org/10.1016/S0920-5632(01)01015-5,https://openalex.org/W2039677221,Comparing clusters and supercomputers for lattice QCD,2001.0,7.0,Particle physics theoretical and experimental studies; Advanced Data Storage Technologies; Quantum Chromodynamics and Particle Interactions,,,Nuclear Physics B - Proceedings Supplements,journal,https://openalex.org/S4210182546
supercomputer,"Hadron masses from dynamical, non-perturbatively O(a) improved Wilson fermions","H. Stüben, QCDSF Collaboration, UKQCD Collaboration",2000-11-08,2000-11-08,2000,hep-lat,We present results on light hadron masses from simulations of full QCD and report on experiences in running such simulations on a Hitachi SR8000-F1 supercomputer.…,http://arxiv.org/abs/hep-lat/0011045v1,10.1016/S0920-5632(01)00974-4,https://doi.org/10.1016/S0920-5632(01)00974-4,https://openalex.org/W2029117598,"Hadron masses from dynamical, non-perturbatively O(a) improved Wilson fermions",2001.0,12.0,Quantum Chromodynamics and Particle Interactions; Particle physics theoretical and experimental studies; High-Energy Particle Collisions Research,Hadron; Fermion; Physics; Quantum chromodynamics; Supercomputer; Particle physics; Quantum electrodynamics; Nuclear physics; Parallel computing; Computer science,Hadron; Fermion; Physics; Quantum chromodynamics; Supercomputer; Particle physics; Quantum electrodynamics; Nuclear physics; Parallel computing; Computer science,Nuclear Physics B - Proceedings Supplements,journal,https://openalex.org/S4210182546
supercomputer,GADGET: A code for collisionless and gasdynamical cosmological simulations,"Volker Springel, Naoki Yoshida, Simon D. M. White",2000-03-12,2001-05-31,2000,astro-ph,"We describe the newly written code GADGET which is suitable both for cosmological simulations of structure formation and for the simulation of interacting galaxies. GADGET evolves self-gravitating collisionless fluids with the traditional N-body approach, and a collisional gas by smoothed particle h…",http://arxiv.org/abs/astro-ph/0003162v3,10.1016/S1384-1076(01)00042-2,https://doi.org/10.1016/S1384-1076(01)00042-2,https://openalex.org/W1975890942,GADGET: a code for collisionless and gasdynamical cosmological simulations,2001.0,1486.0,"Galaxies: Formation, Evolution, Phenomena; Fluid Dynamics Simulations and Interactions; Astrophysics and Star Formation Studies",,,New Astronomy,journal,https://openalex.org/S102436923
supercomputer,Statistical mechanics of neocortical interactions: High resolution path-integral calculation of short-term memory,"Lester Ingber, Paul Nunez",2000-01-24,2000-01-24,2000,"physics.bio-ph, physics.comp-ph, q-bio","We present high-resolution path-integral calculations of a previously developed model of short-term memory in neocortex. These calculations, made possible with supercomputer resources, supplant similar calculations made in L. Ingber, Phys. Rev. E 49, 4652 (1994), and support coarser estimates made i…",http://arxiv.org/abs/physics/0001054v1,10.1103/PhysRevE.51.5074,https://doi.org/10.1103/PhysRevE.51.5074,https://openalex.org/W2074911216,Statistical mechanics of neocortical interactions: High-resolution path-integral calculation of short-term memory,1995.0,93.0,Neural dynamics and brain function; Neural Networks and Applications; stochastic dynamics and bifurcation,Neocortex; Context (archaeology); Path integral formulation; Statistical mechanics; Term (time); Supercomputer; Path (computing); High resolution; Computer science; Statistical physics; Physics; Neuroscience; Parallel computing; Psychology; Geology; Quantum mechanics; Paleontology; Quantum; Programming language; Remote sensing,Neocortex; Context (archaeology); Path integral formulation; Statistical mechanics; Term (time); Supercomputer; Path (computing); High resolution; Computer science; Statistical physics; Physics; Neuroscience; Parallel computing; Psychology; Geology; Quantum mechanics,"Physical review. E, Statistical physics, plasmas, fluids, and related interdisciplinary topics",journal,https://openalex.org/S4210224030
parallel computing,Rich Variety of Bifurcations and Chaos in a Variant of Murali-Lakshmanan-Chua Circuit,"K. Thamilmaran, M. Lakshmanan, K. Murali",2000-12-26,2000-12-26,2000,nlin.CD,"A very simple nonlinear parallel nonautonomous LCR circuit with Chua's diode as its only nonlinear element, exhibiting a rich variety of dynamical features, is proposed as a variant of the simplest nonlinear nonautonomous circuit introduced by Murali, Lakshmanan and Chua(MLC). By constructing a two-…",http://arxiv.org/abs/nlin/0012056v1,10.1142/S0218127400001109,https://doi.org/10.1142/S0218127400001109,https://openalex.org/W1966542512,RICH VARIETY OF BIFURCATIONS AND CHAOS IN A VARIANT OF MURALI–LAKSHMANAN–CHUA CIRCUIT,2000.0,30.0,Chaos control and synchronization; Nonlinear Dynamics and Pattern Formation; stochastic dynamics and bifurcation,,,International Journal of Bifurcation and Chaos,journal,https://openalex.org/S81011612
parallel computing,Atom Optics with Microfabricated Optical Elements,"G. Birkl, F. B. J. Buchkremer, R. Dumke, W. Ertmer",2000-12-06,2001-04-12,2000,quant-ph,"We introduce a new direction in the field of atom optics, atom interferometry, and neutral-atom quantum information processing. It is based on the use of microfabricated optical elements. With these elements versatile and integrated atom optical devices can be created in a compact fashion. This appr…",http://arxiv.org/abs/quant-ph/0012030v2,10.1016/S0030-4018(01)01107-5,https://doi.org/10.1016/S0030-4018(01)01107-5,https://openalex.org/W2764277023,Atom optics with microfabricated optical elements,2001.0,102.0,Cold Atom Physics and Bose-Einstein Condensates; Quantum Information and Cryptography; Advanced Frequency and Time Standards,Atom interferometer; Atom optics; Matter wave; Atom (system on chip); Quantum optics; Interferometry; Interference (communication); Optics; Physics; Ultracold atom; Quantum imaging; Nanolithography; Energetic neutral atom; Quantum sensor; Physical optics; Quantum information; Quantum; Quantum technology; Astronomical interferometer; Quantum network; Computer science; Open quantum system; Quantum mechanics; Telecommunications; Fabrication; Channel (broadcasting); Pathology; Medicine; Alternative medicine; Plasma; Embedded system,Atom interferometer; Atom optics; Matter wave; Atom (system on chip); Quantum optics; Interferometry; Interference (communication); Optics; Physics; Ultracold atom; Quantum imaging; Nanolithography; Energetic neutral atom; Quantum sensor; Physical optics; Quantum information; Quantum; Quantum technology; Astronomical interferometer; Quantum network; Computer science; Open quantum system; Quantum mechanics; Telecommunications; Fabrication,Optics Communications,journal,https://openalex.org/S186881120
parallel computing,Quantum Computing in Molecular Magnets,"Michael N. Leuenberger, Daniel Loss",2000-11-23,2001-06-07,2000,cond-mat.mes-hall,"Shor and Grover demonstrated that a quantum computer can outperform any classical computer in factoring numbers and in searching a database by exploiting the parallelism of quantum mechanics. Whereas Shor's algorithm requires both superposition and entanglement of a many-particle system, the superpo…",http://arxiv.org/abs/cond-mat/0011415v2,10.1038/35071024,https://doi.org/10.1038/35071024,https://openalex.org/W1823409394,Quantum computing in molecular magnets,2001.0,2922.0,Magnetism in coordination complexes; Advanced NMR Techniques and Applications; Electron Spin Resonance Studies,Quantum entanglement; Quantum computer; Superposition principle; Computer science; Quantum; Physics; Spin (aerodynamics); Quantum mechanics; Thermodynamics,Quantum entanglement; Quantum computer; Superposition principle; Computer science; Quantum; Physics; Spin (aerodynamics); Quantum mechanics,Nature,journal,https://openalex.org/S137773608
parallel computing,Parallel Sparse Matrix Multiplication for Linear Scaling Electronic Structure Calculations,"D. R. Bowler, T. Miyazaki, M. J. Gillan",2000-11-16,2000-11-16,2000,cond-mat.mtrl-sci,"Linear-scaling electronic-structure techniques, also called O(N) techniques, rely heavily on the multiplication of sparse matrices, where the sparsity arises from spatial cut-offs. In order to treat very large systems, the calculations must be run on parallel computers. We analyse the problem of par…",http://arxiv.org/abs/cond-mat/0011279v1,10.1016/S0010-4655(01)00164-3,https://doi.org/10.1016/S0010-4655(01)00164-3,https://openalex.org/W2092577788,Parallel sparse matrix multiplication for linear scaling electronic structure calculations,2001.0,43.0,Parallel Computing and Optimization Techniques; Quantum Computing Algorithms and Architecture; Stochastic Gradient Optimization Techniques,,,Computer Physics Communications,journal,https://openalex.org/S142305363
